image_id,image_path,caption,clipscore_simplificado
img_00137,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00137.jpg,"A large , white bird skates across the top of some water .",0.31453875
img_00022,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00022.jpg,Two dogs are racing on a ractrack .,0.3152688
img_00119,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00119.jpg,a girl wearing pink bounces on a bed,0.3155243
img_00136,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00136.jpg,A group of four children wearing pajamas have a pillow fight .,0.31574872
img_00096,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00096.jpg,A tent is being set up on the ice .,0.31658134
img_00061,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00061.jpg,A dog plays with a toy in the grass .,0.31761464
img_00135,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00135.jpg,A man skateboarding on the side of steps,0.31771868
img_00113,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00113.jpg,A curly haired woman plays the violin .,0.3178417
img_00156,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00156.jpg,a boy with a fishing pole looking down on a lake,0.31880745
img_00067,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00067.jpg,A looker on catches a motocross bike on its side after a spill while another races by .,0.3197948
img_00035,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00035.jpg,A couple holding hands and another woman are walking down a wooded trail .,0.3201046
img_00090,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00090.jpg,A blonde woman in blue shorts walks on the beach carrying her shoes .,0.32021734
img_00055,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00055.jpg,A man wearing a black hat is walking through a busy city street .,0.32054424
img_00028,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00028.jpg,A woman stands in front of a display case and another woman looks at a digital camera,0.3210035
img_00073,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00073.jpg,A guy in navy blue and yellow shorts jumping into a pool .,0.3216965
img_00005,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00005.jpg,A cyclist wearing a red helmet is riding on the pavement .,0.32221058
img_00134,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00134.jpg,A man skis while wearing a parachute .,0.32227483
img_00026,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00026.jpg,A boy wearing a jean jacket with his hand on his chest smiling at the camera .,0.3224553
img_00056,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00056.jpg,A brown dog chases something a man behind him threw on the beach .,0.3227751
img_00149,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00149.jpg,A boy dunks a basketball .,0.32300285
img_00032,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00032.jpg,"A girl using a laptop , another girl , and a boy looking at his cellphone .",0.32349882
img_00092,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00092.jpg,a boy in blue shirt splashing in water under a dock,0.32355866
img_00079,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00079.jpg,A black dog and a woman in a red shirt playing tug of war .,0.32357174
img_00139,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00139.jpg,A black man in white shorts and a white man in black shorts boxing .,0.3237032
img_00029,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00029.jpg,A snowboarder jumps high into the air off of a snowy ramp .,0.3242408
img_00053,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00053.jpg,A person behind some bags inside an igloo .,0.32523853
img_00094,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00094.jpg,A lady and her little girl are holding hands and walking up the sidewalk .,0.32546595
img_00109,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00109.jpg,A black dog and a brown dog with a yellow foam soccer ball toy on a grassy field,0.32601935
img_00114,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00114.jpg,An elderly woman is wearing a pink striped shirt .,0.3275168
img_00047,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00047.jpg,A little girl is peaking out from behind a tree .,0.3286596
img_00051,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00051.jpg,A white dog chasing a black dog across the grass .,0.3291664
img_00144,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00144.jpg,A black dog is running very fast on a light brown ground .,0.32973725
img_00086,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00086.jpg,A boy cheerleader has a girl cheerleader on his knee .,0.3303661
img_00127,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00127.jpg,A black and brown dog is jumping on blocks of concrete in the water .,0.33113405
img_00042,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00042.jpg,Four bicyclists ride along a dirt road between two wire fences .,0.33271402
img_00088,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00088.jpg,A girl wearing white polka dots and black boots walks and a woman in a blue outfit hurridly walks behind her .,0.3336713
img_00070,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00070.jpg,A dark colored man is holding a protest banner in a busy city street with people staring from behind .,0.33375323
img_00108,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00108.jpg,A person is standing on a brick ledge taking a picture of something in the distance .,0.33395037
img_00133,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00133.jpg,A black dog running with a stuffed bird in its mouth and another dog chasing it .,0.33409375
img_00007,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00007.jpg,A boy wearing a red t-shirt is running through woodland .,0.33565888
img_00048,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00048.jpg,A group of people hold drinks and point at the camera .,0.3358147
img_00152,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00152.jpg,a boy with his leg wrapped in blue tape,0.33582553
img_00054,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00054.jpg,A brown dog drinks from a body of water .,0.33630604
img_00097,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00097.jpg,A few girls with green foam statue of liberty hats on a train,0.3395043
img_00150,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00150.jpg,A guy is grinding a rail over a tree on his snowboard .,0.33952102
img_00099,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00099.jpg,A boy baseball player in a green and yellow jersey leaps for the ball .,0.33997434
img_00025,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00025.jpg,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture .,0.341443
img_00043,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00043.jpg,A dog climbing a steep dirt hill .,0.34160298
img_00151,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00151.jpg,A big brown dog jumps into a swimming pool on the backyard .,0.34189036
img_00002,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00002.jpg,A brown dog in the snow has something hot pink in its mouth .,0.3432269
img_00021,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00021.jpg,A brown dog is carrying a wet stick on the shore of the ocean .,0.3434145
img_00003,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00003.jpg,A brown dog is running along a beach .,0.34395635
img_00009,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00009.jpg,A skier in a yellow jacket is airborne above the mountains .,0.3479039
img_00154,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00154.jpg,A dog goes headfirst into the long grass from the sand .,0.3479558
img_00063,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00063.jpg,"A dark-haired man in a red t-shirt , with a beard , playing the guitar in a park .",0.34808862
img_00095,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00095.jpg,a boy in a blue shirt is walking along a tan and blue wall,0.34884563
img_00129,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00129.jpg,A little girl in pajamas runs down a hall with hardwood floors .,0.3495028
img_00066,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00066.jpg,An elderly person with a white hat is reading a paperback book .,0.34957328
img_00037,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00037.jpg,A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle .,0.35090393
img_00031,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00031.jpg,A black and white dog is jumping through a black and white hoop .,0.35124916
img_00121,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00121.jpg,A black and white bird eating seeds out of someone 's hand,0.3512569
img_00064,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00064.jpg,Two black dogs are jumping and playing with a yellow tennis ball in the snow .,0.351503
img_00006,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00006.jpg,A man dressed in a purple shirt and red bandanna smiles at the people watching him .,0.35288078
img_00049,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00049.jpg,A border collie jumps over a bed with a tennis ball in its mouth .,0.35353583
img_00071,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00071.jpg,A man is wearing a blue shirt with the word Mambo on it .,0.35396394
img_00091,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00091.jpg,A cute puppy fetches a yellow ring chew toy in the yard .,0.35466757
img_00148,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00148.jpg,A girl and guy holding signs and hugging .,0.35802406
img_00098,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00098.jpg,Two brown dogs are playing with a red ball .,0.3585795
img_00024,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00024.jpg,A brown dog wades through water and walks toward a rock .,0.36136588
img_00146,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00146.jpg,"A man in all black is using a green bike to trick over a sign saying , "" Free Dinner "" .",0.3633348
img_00072,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00072.jpg,A man in black shirt sits on a stool while trying to sell stuffed animals .,0.3649435
img_00062,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00062.jpg,A elderly man in a straw hat is sitting on a bench .,0.36576703
img_00000,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00000.jpg,A black dog is running after a white dog in the snow .,0.37063742
img_00142,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00142.jpg,A little girl holds the water hose for the dog to drink from .,0.37751994
img_00004,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00004.jpg,A black and white dog with a red Frisbee standing on a sandy beach .,0.3864063
img_00112,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00112.jpg,A big black dog bares its teeth while running through the snow .,0.3893275
