sport,score,video_id,video,url,start_time,end_time,category,captions
basketball,19,video5926,video5926.mp4,https://www.youtube.com/watch?v=nU7znKgnkW0,292.64,303.35,3,a basketball player is dunking ||| a clip of a basketball player football play and soccer play set to music ||| a man dunks a basketball in a hoop a football player slams into another player and a soccer goalie deflects a ball from the goal ||| a mash of sports and football clips ||| a sports clip about soccer ||| a team is playing a basketball game ||| a vine video of football clips both soccer and american football ||| athletes are doing sports like football and basketball ||| blooper clips are showing while music is playing in the background ||| clips from various sports games ||| men are playing sports ||| people are playing sports ||| players playing on the ground ||| scenes from a basketball game football game and soccer game provided by vine video ||| short sports clipsfootball and soccer ||| some guy s are playing basket ball in a basket ball court ||| some people are playing sports ||| sports vine clips of basketball football and soccer ||| the foootball players on a ground ||| various sports vines are shown
basketball,19,video9650,video9650.mp4,https://www.youtube.com/watch?v=w8Wiq-POmFA,120.25,132.11,3,a athlete testing his jump on a backboard ||| a basketball court is shown ||| a basketball player demonstrating that he can jump higher than the net ||| a basketball player in a video game jumps high ||| a basketball player jumping to touch to top of the backboard ||| a basketball player jumping ||| a basketball player leaps and touches the top of the backboard ||| a basketball player shoots a layup ||| a basketball playing showing his dunking skills ||| a man is jumping and reaching up high ||| a man is jumping and touching a basket ball post in a basket ball court ||| a man is playing basketball ||| a man jumping and touching the upper side of a backboard ||| a man jumps clear to the top of the board behind a basketball hoop ||| a man on a basketball court running and jumping to touch the backboard to the basketball hoop ||| a professional basketball player shooting hoops in a basketball court ||| dwight howard almost touches the top of the backboard ||| a basketball playing showing his dunking skills ||| a basketball player leaps and touches the top of the backboard ||| a man jumps clear to the top of the board behind a basketball hoop
basketball,18,video2994,video2994.mp4,https://www.youtube.com/watch?v=AphM9UNdhgY,14.73,31.15,3,a basketball game is played and commentated ||| a basketball player (kobe bryant) runs toward the basket and dunks it in ||| a basketball player dunking the ball ||| a basketball player dunks the ball ||| a basketball player shoots a basket ||| a basketball player shoots a slam dunk into a hoop ||| a clip of a kobe bryant basketball play ||| a pro basketball game ||| a woman talking on talkshow ||| coby bryant slam dunks a ball during a basket ball game ||| guy in a purple jersey scores a basket in a basketball game ||| kobe bryant dunks between two other players ||| kobe bryant makes a slam dunk ||| kobe bryant making a slam dunk ||| kobe is playing basketball ||| players playing basket ball ||| the player shoots the ball perfectly ||| a woman talking on talkshow ||| coby bryant slam dunks a ball during a basket ball game ||| a clip of a kobe bryant basketball play
basketball,18,video8881,video8881.mp4,https://www.youtube.com/watch?v=w8Wiq-POmFA,84.25,96.05,3,a basket ball player is laughing ||| a commentator is showing the height of a basketball backboard ||| a man describing a dunking contest record ||| a man is doing some scientific calculations on how to break shaq s record ||| a man narrates something about basketball while a video plays showing a basketball hoop ||| a person explaining a basketball competition rules ||| a sports science video about basketball ||| a video that shows descriptions of basketball facts ||| an announcer describes how difficult it is to shoot and beat shaq s records ||| basketball player attempts to break shaqs jump record ||| basketball players are getting ready to play basketball ||| footage from the sports science show ||| illustrations are shown on a basketball backboard showing how high someone will need to jump to break a record ||| man talking about breaking shaq s record ||| narrator discussing the height above a basketball hoop needed to break shaq s dunk record ||| people are talking about the height of a basketball rim ||| scene from a reality tv show ||| sports science basketball ||| the camera is rotating around a basketball hoop ||| a man is doing some scientific calculations on how to break shaq s record
basketball,17,video3764,video3764.mp4,https://www.youtube.com/watch?v=aInOK6T6n1w,51.77,63.24,3,a basketball player dunking ||| a basketball player dunks the basketball into the basket ||| a basketball player making a dunk ||| a basketball player slam dunks the ball ||| a basketball player slam dunks the basket ||| a woman talking on talkshow ||| andrew wiggins slam drunks on omer asik in a nba game ||| commentators speak over a basketball game ||| footage of anthony wiggins playing ball ||| guy makes a basket in a basketball game ||| men are playing basketball ||| men are playing professional basketball ||| players are playing basketball ||| scene from a baseball game ||| the player dunks on the other man ||| two basketball teams face off while one player slam dunks the ball into the hoop ||| young men play college basketball ||| a basketball player dunking ||| a basketball player dunks the basketball into the basket ||| the player dunks on the other man
basketball,16,video5436,video5436.mp4,https://www.youtube.com/watch?v=A2IMbbRdlsI,364.28,376.49,3,a basketball player celebrates with his team ||| a basketball player does a slam dunk ||| a basketball player is amped up during a game ||| a basketball player showing his anger ||| a basketball player slam dunking a ball ||| a boys basketball game ||| a clip from a basketball game ||| a magnificent basket ball play is continuing ||| a man dunks a basketball ||| a man is playing basketball ||| a man looks ticked during a clip from a basketball game ||| a player saying something very angry ||| basketball players are shooting basketball at a game ||| men are playing basketball ||| norris cole getting hype when teammate dunks on wizard player ||| some guy s are playing basket ball in a basket ball court ||| the man dunks on his opponent ||| two players are playing volley ball ||| some guy s are playing basket ball in a basket ball court ||| men are playing basketball
basketball,16,video5261,video5261.mp4,https://www.youtube.com/watch?v=WQTCD1_wbA0,50.43,63.98,3,a volley ball player in yellow is performing basic basic playing skill crossing 2 players ||| a clip giving you tips on altering your speed in order ot play better basketball ||| it was a basket ball show where the yellow team made a goal ||| it was a reply of the match which played to see that they are some times slow and sometimes very fast ||| an offense basketball player makes a move to get around a defenseman passes the ball and gives his teammate a chance to shoot ||| a team wearing yellow playing basketball against a team wearing blue ||| basketball players are wearing yellow uniforms the other men are wearing blue the man talking is describing defence ||| a basketball game is going on a commentator is explaining how the players on the screen can help increase your skill ||| a basketball game is occuring the yellow team is performing very well ||| some tips to make your basketball game more effective to help win that game ||| a yellow dress player and blue dress player playing volley ball ||| basketball player fools the player guarding him and goes to make a basket ||| a man explains techniques for playing basketball over a slow-motion video of a professional basketball game ||| a man talks about different ways to make plays in a basketball game ||| a few men on a basketball court play against each other and one dunks ||| two teams playing basket ball on a court with one wearing yellow and other wearing blue jersey ||| a man is tallking about the way you play basketball and the effects it will have ||| basketball players wearing yellow and blue uniforms play basketball and a man talks ||| the players in yellow are scoring points in the game ||| a group of young men play a game of basketball
basketball,16,video1667,video1667.mp4,https://www.youtube.com/watch?v=cpCrFn7MQ8k,200.45,213.49,1,a basketball player does a slam dunk ||| a man does basketball trick shots ||| a man is dunking ||| a man preforms a slam dunk ||| a video clip showcasing basketball dunks ||| a video shows men performing athletic and impressive basketball dunks ||| different people doing tricks with a basketball ||| man does backflips then a slam dunk ||| men are dunking a basketball ||| men are jumping over each other to dunk a basketball ||| men are shown in different places playing basketball ||| men dunking basketball clips ||| men slam dunking a basketball ||| people are playing basket ball ||| people make basketball dunks ||| people playing basketball ||| the men are doing dunking tricks on the courts ||| this is a sporting video depicting basketball ||| this video is all about basketball ||| people playing basketball
basketball,16,video1623,video1623.mp4,https://www.youtube.com/watch?v=1IIDthMD09M,107.89,119.0,3,a basketball game being played ||| a basketball player runs down the court and scores ||| a basketball player shoots a layup ||| a clip of basketball game dunk ||| a person is explaining something ||| a team members scores in a basketball match ||| athletes score points for their teams ||| commentary of a basket ball match ||| guy slam dunks and scores a point ||| men are playing basketball ||| men are playing basketball ||| people are playing basketball ||| people play basketball ||| person playing a game ||| players playing basketball and someone dunking ||| the people are playing basket ball ||| the person is dunking a basketball ||| the players are playing basket ball ||| there are men playing basketball ||| a basketball player runs down the court and scores
basketball,16,video8859,video8859.mp4,https://www.youtube.com/watch?v=7xtB9hcl1R4,100.81,112.36,3,a basketball player dunks the ball and another falls ||| a basketball player dunks the ball ||| a clip of basketball dunk ||| a man dunks a basketball ||| a man is making a slam dunk in basketball ||| a man performs a dunk while the defending player falls to the ground ||| a man slam dunks on his opponent ||| a man taking a shot in a basketball game ||| a player is putting the basket ball into the basket ||| a replay of a good basketball play to music ||| basketball player manages to score ||| basketball players are making dunks over music ||| boys are playing basketball ||| footage of guy dunking basketball ||| it is about a basket ball competition ||| men play basketball on a court ||| people are playing basketball ||| scene from a basketball game ||| the player dunks on the other man ||| scene from a basketball game
basketball,15,video2877,video2877.mp4,https://www.youtube.com/watch?v=8vvdcViBv_M,154.33,167.33,3,a basketball player shoots a layup ||| a man shoots a basketball ||| a player trickly taking the ball to put a goal ||| a terrific basket ball play ||| basket ball players playing a tournament ||| it is a clip of chicago bulls basketball players ||| it is about a basket ball competition ||| michael jordan is clowning on other players during a game ||| michael jordan is playing basketball ||| micheal jordon playing basketball ||| people are playing basket ball ||| people are playing basketball ||| player dunked the basketball ||| popular highlights of micheal jordan ||| scene from a basketball game ||| the video contains classic basketball games from the past ||| there is a professional basketball game and someone is making a basket ||| this is basketball video ||| video of athletes performing amazing plays ||| people are playing basketball
basketball,15,video4561,video4561.mp4,https://www.youtube.com/watch?v=aInOK6T6n1w,66.65,79.23,3,a basketball player does a slam dunk ||| a basketball player dunking ||| a basketball player scores points ||| a basketball player shoots a basket ||| a basketball player slam dunks the ball into the goal ||| a clip showing a basketball dunk ||| a commentator does a play by play of a basketball game ||| basketball players playing basketball in a stadium ||| basketball players put on a show ||| cartoons are laughing ||| compilation of popular sports clips ||| guy makes a basket ||| james harden dunks in a basketball game ||| men are playing basket ball ||| people are playing basketball ||| people are watching a sports game ||| professionals are playing basketball ||| a commentator does a play by play of a basketball game ||| a basketball player scores points ||| a basketball player does a slam dunk
basketball,15,video2390,video2390.mp4,https://www.youtube.com/watch?v=9fdkdWncKI4,130.78,142.89,3,a basketball game is played ||| a basketball player performs two slam dunks ||| a highlight reel shows several sports clips ||| a man is dribbling ||| a man is jumping and putting the basketball in the basket ||| a man is speaking to a reporter ||| a man is standing ||| basket ball playing by players ||| basketball player making dunk shots during a game ||| grown men are playing basketball ||| highlight of basketball game with exciting dunk by player ||| hip hop music playing as a basketball game is shown ||| people are playing basketball ||| people are playing basketball ||| player dunked the basketball ||| players playing basket ball ||| several views of a basketball player dunking a ball are shown ||| shows the crowd then basketball players playing basketball ||| there are different clips of a basketball game ||| hip hop music playing as a basketball game is shown
basketball,15,video3050,video3050.mp4,https://www.youtube.com/watch?v=1IIDthMD09M,843.22,859.94,3,a basketball player hitting a last second shot ||| a basketball player is scoring a basket ||| a basketball player lands a shot from half court ||| a basketball player makes a long shot at the last second ||| a man describing a basketball shot ||| a man is playing basketball ||| a man makes a basket ||| a man throws a basketball into a hoop ||| a person shoots basketball in to the ring ||| a sportscaster talks about an exciting end of game play ||| basketball player makes a full court shot ||| basketball player throws ball to the basket ||| many people are playing a game ||| men playing basketball ||| people are playing basketball ||| players playing basketball ||| someone is commentating basketball ||| the man makes the buzzer beater ||| the people are playing basket ball ||| a basketball player is scoring a basket
basketball,15,video4337,video4337.mp4,https://www.youtube.com/watch?v=S3TUHBRW76A,163.41,173.59,3,a basketball player is missing a shot ||| a basketball player is scoring a hoop ||| a basketball player performs a 3-pointer ||| a basketball player scoring ||| a three pointer is made in basketball ||| a three-point shot is scored in basketball ||| basket ball players playing a tournament ||| basketball coach walks away from court looking disappointed ||| basketball player are playing basketball ||| compilation of popular sports clips ||| man commenting about a basketball game ||| new orleans won the basketball game ||| people play a basketball game ||| scenes from a sports game ||| sports highlights are displayed ||| teams are playing basketball on the court ||| basketball coach walks away from court looking disappointed ||| scenes from a sports game ||| compilation of popular sports clips ||| a basketball player scoring
basketball,15,video3628,video3628.mp4,https://www.youtube.com/watch?v=56bpnRkVfrQ,57.94,68.72,3,a basketball highlight reel shows good and funny shots ||| a basketball player shoots a basket ||| a basketball players are having problems ||| a clip showcasing bloopers taking place during basketball games ||| a man is jumping ||| a professional basketball game with some audience members in costume ||| a video montage of basketball plays with music ||| basket ball players are running in the ground ||| basketabll players are being shown in short clips ||| basketball bloopers are shown ||| basketball players are shown falling and making mistakes during a game ||| basketball players fall during the game while some constumed fans in attendance dance ||| bloopers from basketball games and fan footage ||| the basketball failed at dunking ||| the basketball player falls on his butt ||| the funny incidents of grounds ||| various clips of basketball bloopers ||| basketball players are shown falling and making mistakes during a game ||| a video montage of basketball plays with music ||| the funny incidents of grounds
basketball,15,video5987,video5987.mp4,https://www.youtube.com/watch?v=aV3ZpJveSZE,222.97,241.79,3,a basketball player makes a basket in a video game ||| a basketball video game where a player scores ||| a game is being played ||| a game is being played ||| a man playing video games ||| a person is playing a computer online game ||| a person is playing a video game ||| a video game of basketball ||| a video game of basketball ||| gameplay footage of someone playing a game ||| men are playing a game of basketball ||| people are playing basket ball ||| somebody playing a basketball video game ||| someone is playing a basketball game ||| someone is playing nba in the video and scores ||| two teams playing basketball on a video game ||| a game is being played ||| a person is playing a video game ||| a basketball player makes a basket in a video game ||| a basketball player makes a basket in a video game
basketball,15,video2305,video2305.mp4,https://www.youtube.com/watch?v=TEcetaiAZKQ,132.08,143.59,3,a man with red shorts on is trying to hit some hoops ||| a man shoots a series of basketball trick shots from long range ||| two guys practicing basket ball and trying stunts ||| basket ball players are playing ball ||| a bearded teenager stands away from the side of a gym hoop under a slanted and gridded ceiling and throws a basketball through the hoop ||| in the basketball indoor stadium the black and red shirt player and black shirt and black pant players are taking practice ||| a man is practicing a volley ball game ||| guy putting the basketball into the basket ||| a basketball player in an indoor court along with his friend demonstrates a perfect side court basket shot ||| guy with ball in hands the he dropped on box another man standing on same place ||| two boys one in black and one in red shorts are playing basketball ||| a man looks into the camera before he and a friend take very far three point shots ||| two guys showing side shots of baskeball while the other watches ||| a young man demonstrates a basketball shot in a school gym ||| a man wearing red shorts soots a ball into a hoop then another man does the same ||| a blue color dress cloth boy holding ball in hand explayning how to position ball throwing and putting in net displaying on screen ||| a boy in blue dress color wearing cloth standing inside ground and putting ball into net playing basket ball game displaying on screen ||| a boy in blue color dress standing holding a ball in hand and throwing into net basket ball speaking displaying on screen ||| a man shooting basketball into a hoop on an indoor basketball court ||| some people in a court are doing something
basketball,15,video9150,video9150.mp4,https://www.youtube.com/watch?v=x9XxzFXNbZE,20.85,32.41,3,in a gym a young kid is shooting hoops while the commentator is asking the questions about why he can t be the best ||| a man dribbles a basketball and shoots and ponders why he can t win an award ||| a young man dribbles a basketball down the court and makes a shot ||| a player alone practices dribbling of basket ball in the court ||| a young boy with glasses in red shorts and a t-shirt dribbles and shoots a basket ball ||| a boy playing basketball by himself in a gym ||| in the cort the boy is perfome their handball skill in individually ||| a person is practising basket ball lonely with great interest ||| a man is playing with a ball in the room ||| a boy dribbling a basket ball across a gym floor and then shooting it into the hoop ||| a young man does dribbling moves with a basketball ||| a narrator questions himself on why he cannot be a great basketball player while footage of a young basketball player is showing ||| there is a young kid with considerable basketball skills making his way down the court he is able to make a shot into the net ||| a lone man practices basketball hoops in a gymnasium while the narrator talks about being a great basketball player ||| a boy ounces and shoots a basket ball on a basketball court ||| person in red shorts in showing his skills in basketball ||| a young kid playing basketball which is his dream to pursue ||| a boy in ash color dress wearing cloth practicing basketball inside stadium displaying on screen ||| a young boy dribbles a basketball in a gym alone and shoots and makes a goal ||| a young man practices basketball in the gym alone
basketball,15,video2101,video2101.mp4,https://www.youtube.com/watch?v=9fdkdWncKI4,57.54,68.05,3,a basketball player shoots a basket ||| a clip of basketball highlights ||| a man shoots a basketball ||| a montage of basketball players dunking the ball ||| a player bounces the a basketball off the headboard while another player swoops in and throws it in ||| a rap song plays over a basketball game ||| a scene from a basket ball game ||| a video of a professional basketball game ||| basketball game set to music ||| basketball gameplay is shown ||| basketball player playing in a game ||| basketball players make successful baskets while music plays ||| its a basket ball game ||| people are playing basketball ||| people playing pro basketball ||| several basketball clips with a music background ||| some men are playing basketball ||| several basketball clips with a music background ||| people playing pro basketball ||| a basketball player shoots a basket
basketball,15,video760,video760.mp4,https://www.youtube.com/watch?v=cWZ3EDhq4Tc,277.76,298.51,4,a basketball player is about to slam dunk ||| a basketball player jumping to dunk a ball ||| a man is describing michael jordans last dunk ||| a man is dunking a basketball ||| a man is playing basketball ||| a man is talking about michael jordan the basketball player ||| a man is talking about michael jordan ||| a man narrates a program about michael jordan ||| a man talking about michael jackson s last basket ||| a narrarator talks about michael jordan s last score ||| a still image of michael jordan shooting his final basket while a voice lists off his stats and career achievements ||| a still image shows a basketball player slam dunking the ball ||| guy talking about backetball player micheal jordan ||| man describing michael jordan basket ||| people are playing sports ||| sports clips are being shown about basketball ||| the player is jumping to make a basket ball goal ||| the sports images are going on ||| the star is in the air with the balll ||| a basketball player jumping to dunk a ball
basketball,14,video4420,video4420.mp4,https://www.youtube.com/watch?v=BxPWPQf13S8,76.57,87.21,12,a basketball player dunks a basketball and is evaluated by a voiceover ||| a basketball player dunks the ball ||| a basketball player s wingspan is examined ||| a clip of a basketball player and davinci s vitruvian man are shown ||| a commentator talks about the wingspan of a basketball player ||| a man cooking food ||| a man is discussing the height of a particular basketball player ||| a man is jumping high above to put the ball ||| a narrator is speaking about the proportions of the human body ||| a team is playing a basketball game ||| basketball game highlights and advertisement ||| documentary about the basketball player ||| highlight from nba game ||| people are watching a movie ||| person talking about athlete ||| some men are playing a basketball game ||| some people are playing basketball ||| sports man playing in the ground ||| a clip of a basketball player and davinci s vitruvian man are shown ||| person talking about athlete
basketball,14,video3661,video3661.mp4,https://www.youtube.com/watch?v=WkpSJFYtKls,117.3,130.91,3,a basketball player does a dunk ||| a basketball player is making a dunk ||| a basketball player performs a slam dunk ||| a basketball player slam dunks the ball ||| a black man is performing a slam dunk in basketball ||| a clip of a basketball game is depicted ||| a man in a slamdunk contest ||| a man makes a slam dunk ||| a man slam dunks ||| a nba clip of a slam dunk ||| an nba player is making a slam dunk ||| announcers are talking about a basketball game ||| reactions at a basketball game are being shown ||| sports highlights are displayed ||| the crowd is cheering during a basketball game ||| this is a basketball game video ||| vince carter is participating in a dunk contest ||| this is a basketball game video ||| reactions at a basketball game are being shown ||| sports highlights are displayed
basketball,14,video3075,video3075.mp4,https://www.youtube.com/watch?v=ymoMfSDga2Q,190.87,211.86,3,a man points at the concrete driveway and a man attempts a long shot to a basketball goal and misses ||| there is a man playing with a ball lonely ||| a person is showing a black car and a man is playing basketball ||| two friends play a game of h ||| a young man throws a very long basketball shot and misses ||| a kid attempts a very long basketball shot from a driveway ||| the boy throws the basket ball in to the basket from a very far distance ||| a man attempts a free throw shot from a driveway in a suburban neighborhood to a basketball hoop in a cul-de-sac at an impressive distance ||| man points at sidewalk and another man shoots a ball towards a hoop and misses ||| a person is standing in a driveway and shoots a basketball into a hoop from a far distance ||| two friends take a challenge of throwing the ball into the basket some distance away and one wins ||| a young man makes a long distance shot with a basketball ||| a kid shoots and makes the ball from far away ||| a guy shoots a basketball from the driveway at a far distance from the basketball hoop ||| man is showing his basketball skills outdoors ||| person is having fun with other person and playing basketball ||| a couple of boys are playing basketball trick shots in the driveway ||| the boys play basketball in the driveway of the house ||| a person is throwing a ball out side ||| a person points to a basketball court in the street from his driveway another young man comes on the screen and in a tshirt
soccer,22,video6066,video6066.mp4,https://www.youtube.com/watch?v=bzqy_viVJss,109.56,125.94,3,a clip taken from a soccer game ||| a female soccer player just missing a goal and being upset ||| a soccer player kicks a goal ||| a soccer player misses a goal ||| a womans fifa soccer game ||| football game showing goal scored ||| football match is going on and one team wins ||| highlights from girls soccer ||| people are playing soccer ||| people are watching a soccer match ||| players are playing soccer ||| soccer game and footage of that ||| soccer players are celebrating on the field ||| someone is playing a video game ||| there are different clips of soccer players on a soccer field ||| woman s soccer/football footage from the end of a match ||| a womans fifa soccer game ||| a female soccer player just missing a goal and being upset ||| a clip taken from a soccer game ||| someone is playing a video game
soccer,22,video1327,video1327.mp4,https://www.youtube.com/watch?v=a03PND1Vyvo,145.83,162.6,3,a clip of a soccer match ||| a group of men are playing soccer ||| a male soccer game ||| a soccer player kicks the ball ||| a soccer player misses the goal ||| a team missed the golf ||| one of the soccer players almost gets a goal ||| people are performing at a soccer game ||| people are playing soccer ||| scene from a football match ||| scenes from a soccer game ||| they are playing foot ball ||| two teams are playing soccer ||| two teams play a soccer game ||| two teams playing a game of soccer (football) ||| two teams playing soccer ||| video of a soccer player making an amazing play ||| women are playing soccer outside ||| people are performing at a soccer game ||| scenes from a soccer game
