query_caption,correct_segment,top1_segment,top1_score,top2_segment,top2_score,top3_segment,top3_score,top4_segment,top4_score,top5_segment,top5_score
 When the boy is done hitting it an adult walks towards the pinata.,v_MAZlsi4Bon8_seg1,v_MAZlsi4Bon8_seg2,0.34209567308425903,v_MAZlsi4Bon8_seg1,0.3354095220565796,v_MAZlsi4Bon8_seg0,0.30508941411972046,v_UCndppz9rWc_seg2,0.287269651889801,v_UCndppz9rWc_seg1,0.2854987382888794
 Another child standing with the adult also begins walking towards the pinata.,v_MAZlsi4Bon8_seg2,v_MAZlsi4Bon8_seg2,0.3122752010822296,v_MAZlsi4Bon8_seg1,0.300383985042572,v_MAZlsi4Bon8_seg0,0.27997925877571106,v_UCndppz9rWc_seg2,0.26712745428085327,v_UCndppz9rWc_seg1,0.26544925570487976
girl us hanging from a pole in a roofed gym and make a jump to the land pool.,v_OJJMEEsOdPQ_seg0,v_OJJMEEsOdPQ_seg1,0.3198733925819397,v_OJJMEEsOdPQ_seg0,0.31722161173820496,v_OJJMEEsOdPQ_seg2,0.30783504247665405,v_cKFARm4dsws_seg3,0.24283424019813538,v_cKFARm4dsws_seg2,0.23219695687294006
 woman wwearing a red shirt is standing in front of the pole.,v_OJJMEEsOdPQ_seg1,v_H2-rEH9TXR4_seg0,0.23638221621513367,v_OJJMEEsOdPQ_seg1,0.22359788417816162,v_OJJMEEsOdPQ_seg0,0.22222590446472168,v_OJJMEEsOdPQ_seg2,0.2176165133714676,v_sVk-Br0zfkA_seg2,0.2124057412147522
 little girl is walking in front of he girl doing gymnastics.,v_OJJMEEsOdPQ_seg2,v_OJJMEEsOdPQ_seg0,0.2375303953886032,v_OJJMEEsOdPQ_seg2,0.2315431535243988,v_MAZlsi4Bon8_seg0,0.23105105757713318,v_MAZlsi4Bon8_seg2,0.223626047372818,v_a42c_maArv4_seg0,0.22285985946655273
A woman is closing her eyes standing on a diving board.,v_PPXrVuZAb74_seg0,v_PPXrVuZAb74_seg0,0.26406627893447876,v_PPXrVuZAb74_seg1,0.25108298659324646,v_OJJMEEsOdPQ_seg1,0.24043455719947815,v_OJJMEEsOdPQ_seg2,0.23837026953697205,v_OJJMEEsOdPQ_seg0,0.2352890819311142
 She does a flip and dives into the water.,v_PPXrVuZAb74_seg1,v_PPXrVuZAb74_seg2,0.3053293228149414,v_PPXrVuZAb74_seg1,0.2972160577774048,v_W0RYvQUUNe0_seg2,0.2543940544128418,v_OJJMEEsOdPQ_seg0,0.24641546607017517,v_vbWdGj1sfO8_seg3,0.2460290640592575
 She swims to the surface.,v_PPXrVuZAb74_seg2,v_PPXrVuZAb74_seg2,0.3009106516838074,v_PPXrVuZAb74_seg1,0.2652058005332947,v_PPXrVuZAb74_seg0,0.22543591260910034,v_Ufki4AjZHFI_seg3,0.21839511394500732,v_jIYRVlrXJgc_seg1,0.2120388001203537
manis wearing a white shirt and is walking in a green grass carrying a lawnmower.,v_UCndppz9rWc_seg0,v_UCndppz9rWc_seg1,0.32923799753189087,v_UCndppz9rWc_seg2,0.3260864317417145,v_UCndppz9rWc_seg0,0.30220094323158264,v_2ErgL7-MXHw_seg0,0.23428604006767273,v_2ErgL7-MXHw_seg2,0.23262526094913483
  kid is standing in the field watching the man with the lawnmower.,v_UCndppz9rWc_seg1,v_UCndppz9rWc_seg2,0.3365272283554077,v_UCndppz9rWc_seg1,0.3330117464065552,v_UCndppz9rWc_seg0,0.3161301016807556,v_MAZlsi4Bon8_seg2,0.24467718601226807,v_MAZlsi4Bon8_seg1,0.24338260293006897
 man stands and extends the hand to hold the kid.,v_UCndppz9rWc_seg2,v_MAZlsi4Bon8_seg2,0.2776488959789276,v_MAZlsi4Bon8_seg1,0.2671954035758972,v_UCndppz9rWc_seg0,0.25881844758987427,v_UCndppz9rWc_seg2,0.258437842130661,v_UCndppz9rWc_seg1,0.2579638659954071
A young man is shown on a road wearing stilts.,v_Ufki4AjZHFI_seg0,v_Ufki4AjZHFI_seg2,0.3169700801372528,v_Ufki4AjZHFI_seg1,0.2688618302345276,v_Ufki4AjZHFI_seg0,0.2600365877151489,v_Ufki4AjZHFI_seg3,0.2036648988723755,v_cKFARm4dsws_seg0,0.19435447454452515
 He walks over to the side of the road.,v_Ufki4AjZHFI_seg1,v_Ufki4AjZHFI_seg0,0.2802729606628418,v_Ufki4AjZHFI_seg2,0.2735026478767395,v_Ufki4AjZHFI_seg3,0.27281031012535095,v_Ufki4AjZHFI_seg1,0.2705758512020111,v_9uZoTZsTwv0_seg0,0.24107950925827026
 He then lifts his feet up and down as if in preparation of running.,v_Ufki4AjZHFI_seg2,v_uwGcEaW3z3Q_seg0,0.27305731177330017,v_vbWdGj1sfO8_seg1,0.26897305250167847,v_vbWdGj1sfO8_seg3,0.2658485472202301,v_uwGcEaW3z3Q_seg1,0.25889673829078674,v_vbWdGj1sfO8_seg2,0.2566317021846771
 The video ends as the person recording tilts the camera and covers the lens.,v_Ufki4AjZHFI_seg3,v_jIYRVlrXJgc_seg3,0.29733186960220337,v_jIYRVlrXJgc_seg0,0.2927168011665344,v_jIYRVlrXJgc_seg2,0.28019240498542786,v_4R5KDUqBPcU_seg2,0.27643924951553345,v_4R5KDUqBPcU_seg1,0.27561694383621216
The person is parasailing the water.,v_W0RYvQUUNe0_seg0,v_W0RYvQUUNe0_seg2,0.26251277327537537,v_vMYPNyBR3d0_seg2,0.25131821632385254,v_vMYPNyBR3d0_seg0,0.24523529410362244,v_vMYPNyBR3d0_seg1,0.2433200478553772,v_W0RYvQUUNe0_seg0,0.23720115423202515
" As the person sail, he started to bounce on the water.",v_W0RYvQUUNe0_seg1,v_W0RYvQUUNe0_seg1,0.31577324867248535,v_W0RYvQUUNe0_seg0,0.3063086271286011,v_W0RYvQUUNe0_seg2,0.305300235748291,v_vMYPNyBR3d0_seg2,0.27459532022476196,v_vMYPNyBR3d0_seg1,0.2667357325553894
 The person maneuver the sail to turn around.,v_W0RYvQUUNe0_seg2,v_W0RYvQUUNe0_seg1,0.30103322863578796,v_W0RYvQUUNe0_seg2,0.2846682369709015,v_W0RYvQUUNe0_seg0,0.2826664447784424,v_vMYPNyBR3d0_seg2,0.2613043189048767,v_cKFARm4dsws_seg0,0.25399503111839294
A boy is standing at the counter facing backwards from the dart board.,v_ZNsX4KYJlVQ_seg0,v_ZNsX4KYJlVQ_seg0,0.266605943441391,v_ZNsX4KYJlVQ_seg1,0.23901814222335815,v_sVk-Br0zfkA_seg1,0.23066025972366333,v_ZNsX4KYJlVQ_seg3,0.2257760912179947,v_sVk-Br0zfkA_seg0,0.21109387278556824
 His mom is standing beside him and he is getting ready to throw his dart.,v_ZNsX4KYJlVQ_seg1,v_MAZlsi4Bon8_seg2,0.2831643521785736,v_MAZlsi4Bon8_seg1,0.2777916193008423,v_H2-rEH9TXR4_seg0,0.27468979358673096,v_UCndppz9rWc_seg2,0.2686552107334137,v_H2-rEH9TXR4_seg1,0.26575350761413574
 He throws it and completely misses the dart board all together.,v_ZNsX4KYJlVQ_seg2,v_sVk-Br0zfkA_seg1,0.33515045046806335,v_ZNsX4KYJlVQ_seg3,0.2895243763923645,v_sVk-Br0zfkA_seg0,0.2872283458709717,v_jIYRVlrXJgc_seg3,0.27249443531036377,v_ZNsX4KYJlVQ_seg2,0.2659096419811249
 He hits the top of the wall and he goes over to reach for it and take it out.,v_ZNsX4KYJlVQ_seg3,v_jIYRVlrXJgc_seg3,0.27448761463165283,v_4R5KDUqBPcU_seg1,0.264751136302948,v_jIYRVlrXJgc_seg2,0.26406726241111755,v_4R5KDUqBPcU_seg2,0.25988301634788513,v_jIYRVlrXJgc_seg0,0.25985172390937805
The camera shakes on an image of an indoor volleyball court.,v_a42c_maArv4_seg0,v_a42c_maArv4_seg0,0.28268536925315857,v_a42c_maArv4_seg2,0.2768450379371643,v_a42c_maArv4_seg1,0.2660737931728363,v_jIYRVlrXJgc_seg1,0.25743967294692993,v_jIYRVlrXJgc_seg3,0.25453853607177734
 A woman races back from the net to hit the incoming volleyball.,v_a42c_maArv4_seg1,v_a42c_maArv4_seg1,0.29057079553604126,v_a42c_maArv4_seg2,0.28491491079330444,v_a42c_maArv4_seg0,0.2800590991973877,v_6KG4p_pfMQc_seg1,0.2504863739013672,v_6KG4p_pfMQc_seg0,0.2486695647239685
 A fellow team member also hits the ball and sends it across the net.,v_a42c_maArv4_seg2,v_6KG4p_pfMQc_seg1,0.31668269634246826,v_6KG4p_pfMQc_seg0,0.30967724323272705,v_5BVcwR8hEo0_seg1,0.3069347143173218,v_5BVcwR8hEo0_seg0,0.29958146810531616,v_a42c_maArv4_seg1,0.2953416407108307
A young man is seen looking off into the distance with lotion on his face.,v_arTumJHoLB0_seg0,v_arTumJHoLB0_seg1,0.27002647519111633,v_arTumJHoLB0_seg2,0.25385111570358276,v_arTumJHoLB0_seg0,0.24498486518859863,v_ZNsX4KYJlVQ_seg0,0.21062877774238586,v_ZNsX4KYJlVQ_seg1,0.17860181629657745
 He continues rubbing the lotion in while looking away from the camera.,v_arTumJHoLB0_seg1,v_arTumJHoLB0_seg1,0.2931119203567505,v_arTumJHoLB0_seg2,0.28584498167037964,v_arTumJHoLB0_seg0,0.28131210803985596,v_ZNsX4KYJlVQ_seg0,0.24719887971878052,v_dvzwVrZkDiI_seg0,0.24216040968894958
 He finishes putting in the sunscreen and looking away from the camera.,v_arTumJHoLB0_seg2,v_arTumJHoLB0_seg2,0.31549179553985596,v_arTumJHoLB0_seg1,0.31544142961502075,v_arTumJHoLB0_seg0,0.3083712160587311,v_MAZlsi4Bon8_seg1,0.25436320900917053,v_vMYPNyBR3d0_seg0,0.2506398558616638
A man is seen bending over a bang in the middle of drummers.,v_bQ3yPbCICRg_seg0,v_bQ3yPbCICRg_seg0,0.3038087487220764,v_bQ3yPbCICRg_seg2,0.2882709205150604,v_bQ3yPbCICRg_seg1,0.28256475925445557,v_cKFARm4dsws_seg0,0.23618949949741364,v_ZNsX4KYJlVQ_seg1,0.2342478185892105
 The people hit the drums continuously while the camera pans around.,v_bQ3yPbCICRg_seg1,v_bQ3yPbCICRg_seg1,0.2877836227416992,v_bQ3yPbCICRg_seg2,0.2876129746437073,v_bQ3yPbCICRg_seg0,0.28226351737976074,v_yKdvz5dgro4_seg2,0.2765325903892517,v_yKdvz5dgro4_seg1,0.27637916803359985
 The men drum while the camera pans around them.,v_bQ3yPbCICRg_seg2,v_bQ3yPbCICRg_seg0,0.3225053548812866,v_bQ3yPbCICRg_seg1,0.32113808393478394,v_bQ3yPbCICRg_seg2,0.3143548369407654,v_yKdvz5dgro4_seg2,0.2914767861366272,v_yKdvz5dgro4_seg1,0.2849826216697693
A little boy is getting on the swinging closing his little safety guard.,v_cKFARm4dsws_seg0,v_cKFARm4dsws_seg2,0.32806557416915894,v_MAZlsi4Bon8_seg1,0.3212524652481079,v_cKFARm4dsws_seg1,0.3157007396221161,v_cKFARm4dsws_seg0,0.3072735071182251,v_MAZlsi4Bon8_seg2,0.30693501234054565
 He closes it and builds up some momentum to start going fast.,v_cKFARm4dsws_seg1,v_uwGcEaW3z3Q_seg0,0.2304297685623169,v_9uZoTZsTwv0_seg3,0.22793951630592346,v_uwGcEaW3z3Q_seg2,0.2261095941066742,v_uwGcEaW3z3Q_seg1,0.22406849265098572,v_jIYRVlrXJgc_seg2,0.22154425084590912
 He kicks his feet back and forth getting pretty high.,v_cKFARm4dsws_seg2,v_Ufki4AjZHFI_seg2,0.2811378240585327,v_9uZoTZsTwv0_seg3,0.27179187536239624,v_uwGcEaW3z3Q_seg2,0.26706793904304504,v_Ufki4AjZHFI_seg1,0.2658182978630066,v_Ufki4AjZHFI_seg0,0.26528555154800415
 He just enjoys his time swinging back and forth outside enjoying the day.,v_cKFARm4dsws_seg3,v_cKFARm4dsws_seg2,0.2793443202972412,v_UCndppz9rWc_seg1,0.27520689368247986,v_UCndppz9rWc_seg2,0.2728818356990814,v_cKFARm4dsws_seg3,0.2652696371078491,v_cKFARm4dsws_seg1,0.25986769795417786
A small child is seen looking up at the camera holding a coffee cup.,v_dvzwVrZkDiI_seg0,v_dvzwVrZkDiI_seg0,0.2873762249946594,v_dvzwVrZkDiI_seg2,0.2701471447944641,v_dvzwVrZkDiI_seg1,0.26438355445861816,v_MAZlsi4Bon8_seg1,0.1837988942861557,v_MAZlsi4Bon8_seg2,0.18047800660133362
 The girl takes a drink out of the cup and puts it back down.,v_dvzwVrZkDiI_seg1,v_dvzwVrZkDiI_seg0,0.2868008613586426,v_dvzwVrZkDiI_seg2,0.2816406786441803,v_dvzwVrZkDiI_seg1,0.27989500761032104,v_fGDVlbI90pw_seg0,0.23731723427772522,v_fGDVlbI90pw_seg1,0.22900152206420898
 She continues drinking out of the container and looks up to the camera.,v_dvzwVrZkDiI_seg2,v_dvzwVrZkDiI_seg0,0.3135397434234619,v_dvzwVrZkDiI_seg2,0.3067440390586853,v_dvzwVrZkDiI_seg1,0.30618396401405334,v_fGDVlbI90pw_seg2,0.25992459058761597,v_fGDVlbI90pw_seg0,0.2572995126247406
A young girl wearing a gray sweater with long red colored hair is brushing her hair.,v_fGDVlbI90pw_seg0,v_fGDVlbI90pw_seg2,0.3182312548160553,v_fGDVlbI90pw_seg1,0.31591495871543884,v_fGDVlbI90pw_seg0,0.3049588203430176,v_ztnt2EYuK3I_seg1,0.16728274524211884,v_dvzwVrZkDiI_seg2,0.16700148582458496
 She is using a silver paddle brush to remove the knots from her hair and de-tangle it as she brushes it through.,v_fGDVlbI90pw_seg1,v_fGDVlbI90pw_seg0,0.26505643129348755,v_fGDVlbI90pw_seg1,0.2506027817726135,v_fGDVlbI90pw_seg2,0.23669223487377167,v_dvzwVrZkDiI_seg2,0.18712377548217773,v_kTStFRAp99E_seg1,0.18088388442993164
 She suddenly begins to scream as she brushes her hair.,v_fGDVlbI90pw_seg2,v_fGDVlbI90pw_seg2,0.3027714490890503,v_fGDVlbI90pw_seg0,0.29652029275894165,v_fGDVlbI90pw_seg1,0.28803688287734985,v_kTStFRAp99E_seg1,0.23935173451900482,v_kTStFRAp99E_seg0,0.23639443516731262
Two players are playing a game of racket ball.,v_jIYRVlrXJgc_seg0,v_5BVcwR8hEo0_seg0,0.2843891978263855,v_4R5KDUqBPcU_seg0,0.26943522691726685,v_5BVcwR8hEo0_seg2,0.2666839361190796,v_5BVcwR8hEo0_seg1,0.266547292470932,v_4R5KDUqBPcU_seg2,0.2658975124359131
